MEAN OF STE,MEAN OF ZC,VARIANCE OF STE,VARIANCE OF ZC,Q(STE) AT 25%,Q(STE) AT 50%,Q(STE) AT 75%,Q(STE) AT 100%,Q(ZC) AT 25%,Q(ZC) AT 50%,Q(ZC) AT 75%,Q(ZC) AT 100%,LABEL
95.9587442,87.25,15542.97942,452.1203704,2.425926901,8.99138163,50.54425384,244.2137385,69.2,79,90.6,101.9,4
95.87381639,87.60714286,13646.5969,379.0621693,2.195616537,10.98874319,65.76258543,236.0802933,72,82,93.3,97,4
99.54603368,88.39285714,16017.71908,359.5806878,1.947618728,9.112469838,70.21656578,256.9430441,72,80.4,93.6,100,4
92.72746639,85.17857143,12502.4458,361.4854497,2.421515226,9.125024294,99.59053045,213.0127603,71.1,77,90.2,99.9,4
89.85614108,87.75,11837.68826,358.9351852,4.783856769,7.962186013,83.07140088,212.4317596,72,82,92,99.9,4
88.42320215,85.39285714,10861.49311,242.6177249,3.381272425,7.69742302,84.32187479,208.0458507,71,84.1,93.3,98,4
40.58791963,104.7142857,4015.807243,1630.21164,0.794217417,3.856986775,12.08667923,81.51642979,71,85.8,96.9,147.7,4
45.97229309,103.4285714,4760.847291,1739.957672,0.898934602,3.728277995,12.08667923,112.057357,67.4,78.7,100.7,142.3,4
46.04620585,106.3928571,4580.778222,1424.469577,0.890466883,4.524198269,12.08667923,116.145458,71,91.2,104.9,148.9,4
45.19538721,110.6428571,4784.878319,2125.793651,0.723776808,2.238186018,8.646192382,116.2766055,70.1,79.8,110.6,166.8,4
52.13104788,130.5357143,6370.234977,2554.109788,1.096813588,2.599336217,7.933300938,142.1429009,73.7,113.4,146.6,179.2,4
45.68916101,123,4721.717336,2387.703704,0.870303316,2.050564436,8.646192382,122.6696836,72.7,98.4,136.9,174,4
51.08262621,116.9642857,5440.128798,1996.998677,0.797550827,2.288751819,8.646192382,138.9924962,72.5,93,139,171.2,4
40.70547891,110,4061.790375,908.2222222,0.814965325,1.925329141,8.646192382,104.9778862,73.9,104.1,120.8,139.7,4
48.22740133,112.7142857,5119.058578,1673.396825,1.031508709,2.013168255,8.646192382,134.944471,73.3,100.1,109.9,141.5,4
54.48766326,110.3571429,5637.403512,1534.756614,0.595116611,2.925654101,18.21162062,138.1988801,73.6,96.7,106.4,139.8,4
78.39343652,82.78571429,7194.623812,688.9153439,1.039769828,7.030533187,101.3760685,184.692441,69.1,72.7,78.6,96.5,4
87.77957089,78.32142857,10202.37475,190.5224868,1.265747221,7.030533187,101.8899108,201.6027524,66.1,75,81.3,85.9,4
84.40061794,77.14285714,8861.025691,176.2010582,1.039769828,7.030533187,98.09411797,200.4842828,67,72.7,77.3,84.8,4
51.74168705,77.25,4708.036186,207.5277778,0.892226268,4.350695484,17.89043105,138.2384794,67,71.7,78.2,90.8,4
63.85036159,78.92857143,4810.646399,245.7724868,1.78100485,7.030533187,88.9050702,143.7742356,67.4,75.1,79,86.7,4
68.71693454,81.14285714,7590.833794,183.8306878,0.966557301,4.350695484,43.61853571,154.1693255,72.1,77.7,83.3,88.8,4
74.84838757,75.42857143,7297.266123,180.9206349,1.039769828,7.030533187,84.91428457,186.0498356,62.2,71,77.2,82,4
62.46129525,79.92857143,5491.924679,188.3650794,1.78100485,4.82774139,58.76545329,148.7507486,70.1,76.1,83,92.4,4
58.44281373,81.92857143,5564.286558,253.1058201,1.039769828,4.350695484,25.90859886,151.9873461,69.2,74.7,82.3,97.5,4
58.44281373,81.92857143,5564.286558,253.1058201,1.039769828,4.350695484,25.90859886,151.9873461,69.2,74.7,82.3,97.5,4
70.96589284,87.63333333,8648.233205,633.5505747,2.20141846,17.51866811,38.33992776,173.3749539,70,79,85.5,97.5,4
96.4320356,82.14705882,15219.05567,228.3110517,3.038378184,20.79209115,42.96863432,260.5849865,66,79.1,86.7,96.4,4
75.16671375,82.43243243,9124.698177,263.3078078,4.14786631,14.73837177,43.425533,206.568022,65,78.6,92.4,98.1,4
82.38582375,77.13513514,9988.064923,205.4534535,4.436390916,22.83435377,46.90911928,223.2510845,64.9,71,78.7,91.1,4
86.67716157,87.55263158,12747.04861,141.5512091,3.698979468,13.43868707,40.75344237,255.1554056,79,83.7,89.3,96.9,4
81.88271617,87.18421053,12564.82369,212.4246088,5.604655503,17.90524898,43.32371036,204.3714371,72.4,84,91.6,97,4
84.5798351,77.36842105,12815.87176,137.9687055,4.006813159,17.45875859,40.50194689,227.3237333,66,70,80.6,89.9,4
79.77345846,78.525,10359.37289,184.9737179,2.041388909,17.46533668,46.457447,211.5416285,65.5,70,80,92,4
85.65923915,78.47826087,17126.7024,190.7884058,3.389247414,11.81480361,39.42117585,186.4248059,65,67,83.1,93,4
81.43625018,78.80434783,13536.72637,207.805314,1.689490343,6.336733608,49.71903881,234.0251257,66,68.9,82,95.3,4
59.11915938,100.25,5262.853331,1255.833333,4.026544447,26.90840825,45.81518546,93.16579078,73.5,81,91,124,5
52.65020908,105.75,4395.674672,1597.320513,2.775132143,16.8130743,42.60454342,88.57470074,74.5,81,101,143,5
58.26314612,101.225,5150.20741,1634.948077,3.587800676,15.20922241,39.46305143,111.531968,73.5,79.5,88,122.5,5
44.47295502,97,4188.169623,1132.102564,3.587800676,12.26834972,28.39014861,62.58758017,72.5,80,91.5,112.5,5
55.86511461,99.325,5009.818614,1054.942949,2.11025913,14.28077715,35.28514118,118.5565937,73.5,83,94.5,121.5,5
44.57973101,103.925,3760.822794,1326.378846,2.775132143,15.71203194,34.54870718,52.9556828,78,84.5,98,139.5,5
48.23480075,105.95,4776.302366,1383.894872,2.231217592,8.453859768,37.74795457,76.80051972,76,85.5,104.5,133,5
60.21959562,98.275,6480.337566,1316.255769,2.231217592,18.75194824,41.89947913,102.0200351,72,78,86,126.5,5
52.35245819,103.025,5406.065582,1797.255769,2.254918388,12.99866581,32.71481161,77.7751112,75,82,93.5,117.5,5
55.54473992,101.775,5713.812734,1350.896795,2.775132143,15.66506059,41.87223058,85.68217515,75,82.5,91,119.5,5
48.80548836,113.575,5147.38315,2784.917308,2.914660033,8.600391269,31.95310915,79.98147353,74.5,80,96,188,5
39.57707581,104.375,2852.513633,1514.753205,2.775132143,10.37989796,27.55455994,62.76526788,75,80,91,150.5,5
40.24114849,109.3,3246.699624,1694.010256,2.775132143,11.0423625,27.55455994,48.28030282,75,84.5,100,162,5
41.39825092,116.5,3279.12607,2527.794872,2.556878963,10.94618054,31.95310915,55.62086961,75,85.5,105,177.5,5
41.53967813,115.025,3335.747979,2470.537821,2.775132143,11.0423625,31.57098561,66.57455046,75,84.5,102,178.5,5
32.12309756,118.425,1809.814506,2527.532692,2.775132143,8.711670786,27.55455994,44.60625558,75,86,108.5,189,5
33.34201224,117.3,1550.433958,2599.497436,3.490985518,8.16820156,27.55455994,59.32295076,75,85.5,110,184,5
38.66647081,118.525,2314.922685,2619.332692,5.572965567,11.98386383,31.95310915,60.96912294,75,86,107,190.5,5
42.34572454,108.45,4835.163847,1785.997436,2.479196736,11.0423625,28.27137107,49.25563586,75,82,104.5,150,5
40.35047948,106.875,3182.664972,1627.394231,2.479196736,8.16820156,27.55455994,62.06686684,75,84,99.5,146.5,5
46.5816257,94.225,5923.11377,693.8198718,2.479196736,6.974960864,24.17745191,45.03296818,74,78,89,115.5,5
29.83093958,94.075,1637.306465,668.4814103,2.479196736,6.974960864,21.50735679,43.78567026,75,81,90,113,5
45.54573729,92.05,5006.131474,608.8692308,2.479196736,6.974960864,25.00097724,45.03296818,74,80,88,113,5
35.82028999,92.875,3484.507381,555.650641,2.363365732,6.091509753,21.50735679,43.78567026,74,80,91,113,5
45.33946351,90.875,5238.308407,556.9326923,2.363365732,6.974960864,21.50735679,45.03296818,74.5,79,86,110.5,5
40.62790947,89.7,3754.149176,549.3948718,2.479196736,6.974960864,24.20748509,45.03296818,72.5,78,85.5,108.5,5
35.41554086,92.025,2495.440462,530.4865385,2.479196736,6.974960864,25.00097724,45.03296818,74,79.5,89.5,111,5
38.90764781,89.275,2841.957375,547.5891026,2.479196736,8.16820156,27.55455994,53.22867523,72.5,79.5,86,104.5,5
39.91318636,91.6,3137.242394,509.6820513,2.761937927,8.16820156,25.00097724,52.77423702,75,80,86,109.5,5
41.81198069,89.925,3793.607487,538.3275641,2.761937927,6.974960864,25.00097724,57.59013623,74,79,84.5,109.5,5
56.62415895,93.225,7362.42706,750.025,3.186889619,12.3065539,34.93661313,82.72506909,70,78,90.5,119.5,5
64.03023098,90.675,8600.965184,586.1224359,4.327206528,17.65902117,37.97727106,122.7128494,65.5,76.5,97.5,113,5
65.74729476,86.9,10663.2369,617.4769231,3.26797064,13.27156001,38.90917091,107.5605376,63,71,95,101.5,5
60.8778627,104.5,4642.784284,1646.717949,3.191030649,24.68422903,61.74947627,105.7838605,69,84,104.5,144.5,5
66.85121759,89.925,10586.49111,617.9685897,3.870821868,21.52978774,32.48839377,94.64788174,66,77,92.5,114,5
59.31599222,90.9,5805.756781,396.0410256,9.528429606,17.47667267,48.04805116,79.18145353,68.5,84,97,110,5
84.02443741,83.575,11579.40595,533.225,7.980436224,23.18421058,62.93469024,163.2901103,62.5,68,92.5,107.5,5
65.54618466,85.7,8754.762035,516.9846154,6.209167977,15.79163478,43.36317099,109.4477017,66.5,71.5,85.5,104.5,5
65.54618466,85.7,8754.762035,516.9846154,6.209167977,15.79163478,43.36317099,109.4477017,66.5,71.5,85.5,104.5,5
68.60379196,85.025,10378.50598,444.4352564,4.508260468,16.84961651,39.46305143,123.5413985,66.5,75,86.5,100.5,5
35.26290306,106.7,1326.070608,708.2153846,6.228511804,16.53613549,33.33927714,49.15134323,78.5,102,112.5,125,5
34.57587576,107.75,891.2321557,992.6538462,7.085417485,17.73930366,37.51209617,52.56920938,78.5,95,110,127.5,5
35.31567447,104.85,1378.586363,765.7717949,5.397124105,16.36557138,35.01535285,57.44799703,78.5,93.5,109,123.5,5
23.80279442,106.85,849.7926362,974.3358974,3.059854616,8.913189393,18.82573068,43.78567026,78.5,91,113.5,126.5,5
31.59980943,109.625,1730.342811,1001.778846,3.574725527,9.875096709,30.11311492,45.57557591,77.5,97.5,118,136,5
30.60568305,111.375,1571.133649,1341.727564,3.522200104,9.878157163,29.13984463,45.81518546,76,96.5,113,136.5,5
28.07808426,102.975,1351.352624,647.4096154,3.160128235,7.088627054,22.02669638,45.03296818,78.5,93,108.5,119.5,5
28.40393968,106.55,1041.169675,872.4589744,3.279044621,6.940159736,25.00097724,50.41185774,78.5,91.5,113,128,5
37.99853737,101.375,1696.642468,638.5480769,4.381386086,11.78306154,39.41175968,64.43983076,76,91,107.5,121,5
29.75928827,101.275,1636.66903,469.0762821,3.668274521,8.25462877,25.00097724,45.03296818,78.5,95.5,109,116.5,5
103.696086,86.275,14924.68319,331.1275641,4.008105104,18.34019501,49.91893532,247.3435443,73,79,83.5,97,6
117.9019274,80.325,16960.81161,110.5839744,4.680536139,15.90909705,121.019115,271.5210736,71,76,83,89,6
106.414531,81.2,15248.71925,163.0358974,4.404969695,17.64206294,53.58503585,254.5576794,71.5,78.5,81.5,89.5,6
86.65436718,82.925,11363.2897,197.4044872,4.008105104,12.04953544,49.91893532,223.3038196,71.5,79,85.5,95,6
104.8174702,83.675,13033.31991,236.1737179,4.008105104,19.53633498,95.30771463,236.5892705,73,77,83,93,6
102.9408516,82.55,17285.74821,135.0230769,3.206438723,8.80448191,47.60327074,274.1990151,73,79.5,83,90,6
87.91098199,83.35,13970.39113,238.1307692,3.51646615,7.203280681,43.89315474,199.6220575,72.5,78.5,84,90.5,6
90.38455774,80.775,13028.43523,247.9224359,3.524222256,9.127979189,46.61562357,209.4145485,68.5,76,82,88,6
87.43391618,81.575,11266.17641,147.1224359,3.339743048,8.973038693,64.7219685,204.2244439,72.5,77,82,92,6
95.46740221,78.45,12779.01874,96.1,2.930428925,9.846562212,65.98571556,238.7379065,70.5,76,80.5,86,6
55.22733586,79.05,6071.120426,311.9974359,2.705826468,7.163605943,26.70441337,115.2545928,70,73,79,81.5,6
55.83158142,82.3,5859.834596,383.9076923,2.705826468,6.828594301,26.11021178,131.9984359,69.5,74,80.5,88,6
56.63716158,79.075,5703.628486,204.8403846,2.930428925,8.399666178,37.81070221,124.1716027,69.5,73.5,79.5,87,6
57.21546801,80.375,7107.04819,895.4198718,2.750810399,7.163605943,30.64918557,112.0348836,67,72,75,81.5,6
68.89608383,81.525,10360.17718,434.6660256,2.930428925,8.00214451,33.36364122,129.7247645,70.5,73,80,88,6
52.15860085,83.475,5345.781164,466.4096154,2.408210189,6.828594301,25.31329166,126.7765612,69.5,74,81.5,95,6
67.31881965,74.9,10137.08174,305.6307692,2.508275376,7.163605943,27.28237631,148.8348257,62.5,69.5,74,81.5,6
50.73878865,81.6,5377.985124,336.0410256,2.515545576,6.584091064,18.34019501,110.6763623,70.5,73.5,80,92,6
51.86372728,78.65,5815.272185,215.0025641,2.508275376,6.632083027,23.06575644,100.9854739,70.5,74.5,79,82.5,6
47.66481124,83.825,5299.011982,534.9685897,2.075777512,6.584091064,17.0538102,87.28105453,70.5,75.5,81.5,87,6
84.83093349,73.725,10843.3008,152.3070513,2.750810399,8.399666178,52.41155891,223.6108265,67,71.5,75.5,79,6
69.04772018,74.625,7977.052302,173.9839744,2.508275376,7.163605943,37.81070221,188.0253228,67.5,72,75.5,80.5,6
66.50172824,74.25,8176.070208,184.3461538,2.508275376,7.163605943,36.05573504,185.022275,66.5,71.5,75,81,6
97.56135973,71.75,12140.73176,104.8589744,2.508275376,11.11115694,80.10761677,231.8090504,65,69,73,78,6
88.03978035,72.25,12632.95929,144.0897436,2.143979351,8.236996008,46.61562357,230.110866,63,70.5,75,79.5,6
89.24211158,74.525,12874.30796,88.56346154,2.143979351,5.961255779,46.61562357,240.3715883,68,71.5,76,81.5,6
83.23892488,74.375,11234.0727,84.95833333,2.079397384,5.291806412,37.81070221,218.131066,67.5,73,76,80,6
85.27787086,73.5,12178.26008,87.43589744,2.079397384,5.291806412,37.81070221,224.1946361,67,70.5,75.5,79.5,6
73.81549471,74.85,9731.564687,142.3358974,2.143979351,5.291806412,27.68476439,205.8697436,67.5,72,75.5,81.5,6
83.45776594,74.125,11676.83895,154.3173077,2.143979351,5.291806412,37.81070221,219.4765052,66.5,72.5,76.5,81,6
100.6423204,90.9,16378.90171,1127.066667,4.955849003,26.4948988,55.43972544,234.2484179,67,71,76.5,130,6
115.1298305,87.65,15957.7701,955.3102564,5.83526565,37.95551349,89.16340136,235.1094291,66,69.5,75,126,6
100.8758636,90.85,16960.05001,951.3102564,7.214385359,19.07634284,42.19246804,231.2343238,68,71,78,127,6
70.71575535,78.275,9500.921064,334.050641,4.331767748,13.65007588,31.72116006,162.8107581,65.5,71,77,88.5,6
103.0427204,86.875,15522.20175,908.7788462,6.135373042,29.70365585,61.14586996,202.3604826,66,68.5,75,122,6
79.32390594,84.15,11493.17867,712.4897436,4.595105288,17.45450713,36.86285498,188.9509201,66,68,75.5,112,6
105.0435327,85.15,17557.74392,865.9769231,5.70595978,28.66101675,59.42899964,241.9317958,63,67,77,119,6
113.2735127,79.7,17881.30875,542.1128205,4.636599461,29.84575838,65.71090615,273.1018555,64,69,74,99.5,6
119.0208732,81.225,19681.01069,545.7173077,5.265332844,31.89409583,68.46653615,261.8745637,64,68.5,75.5,102,6
97.29174048,85.75,13848.27633,720.9102564,6.23290735,27.86951054,49.91893532,216.1147528,66,69.5,77.5,118.5,6
107.538092,92.175,22290.5945,364.199359,5.536309648,15.72567783,47.95062372,271.9697947,74,88,95,102.5,6
117.8017435,90.4,24725.40692,354.8615385,4.031769901,18.34019501,49.91893532,301.4271916,73.5,84.5,94,101,6
87.62530005,91.05,14547.50261,362.4589744,4.494719617,13.17449816,47.95062372,165.8249461,73,86,95.5,101,6
136.4970698,92.025,27899.20319,370.3839744,8.236996008,34.9983131,49.91893532,347.7402031,74,84.5,99,102.5,6
121.7714556,93.05,33289.75394,375.3307692,4.077254747,19.87812224,45.9727172,274.9356001,74,88.5,98,106.5,6
121.9337046,93.125,31582.51715,405.8044872,3.823936888,18.34019501,45.9727172,308.487566,74,87.5,98,105.5,6
162.0292171,92.075,49147.07757,402.0711538,5.586832253,19.78449833,49.91893532,447.4050597,74,84,97.5,103.5,6
148.8799874,91.65,41739.1622,362.0794872,5.536309648,26.11364472,47.95062372,397.5646152,74,85.5,97,102.5,6
143.155294,92.3,39410.28284,370.9846154,4.170797032,16.62310429,49.91893532,440.3968041,74,85.5,97.5,103.5,6
93.14600471,91.1,15431.42891,356.9641026,4.008105104,18.34019501,45.9727172,222.3407496,74,83,94.5,101.5,6
116.066715,77.1,11364.9933,363.8358974,16.57595444,66.20265427,131.0785798,185.512824,57.5,69,78.5,98.5,7
126.2534519,79.65,16211.28376,361.4128205,7.384741575,34.56482565,142.7689689,268.6413733,61,70.5,82,99.5,7
121.4402424,73.5,12550.41172,197.2820513,8.876026288,52.80251273,131.7438577,220.1627287,60,69.5,76,84,7
82.03556982,77.825,8132.842584,334.6608974,3.956291527,27.79324765,72.43968319,179.6690245,64,70,77.5,91.5,7
121.4402424,73.5,12550.41172,197.2820513,8.876026288,52.80251273,131.7438577,220.1627287,60,69.5,76,84,7
89.42191145,80.525,11021.38779,432.6660256,4.366076467,27.60079137,71.25545676,157.4013481,63,71,84,96.5,7
113.0096676,76.35,14787.83818,397.4128205,4.648467126,43.09956686,92.04697849,240.8701348,58.5,68.5,74,93,7
102.9320642,70.75,9360.221592,262.6538462,4.793515984,42.18570903,123.4250415,179.1905715,53,67,72.5,84.5,7
98.85308017,73.225,10730.2953,384.4865385,4.648467126,34.21721582,100.88821,196.2023196,55,66.5,73.5,87.5,7
107.6332719,78.825,12728.078,240.4557692,6.662369501,44.35945321,100.923566,240.354319,67.5,72.5,80.5,90,7
71.88668496,97.025,6558.546591,1310.896795,7.113660576,23.28721779,79.54480906,106.1093742,67.5,73,93,142,7
57.21144901,101.425,2406.27783,1366.353205,7.022535744,20.0351699,69.55690705,108.9705444,68.5,74,106.5,144,7
47.00021579,102.425,2015.037784,1503.635256,2.804674328,17.86226176,56.39891296,93.59293058,68.5,74,103.5,149.5,7
49.94038021,110.55,2066.587099,2215.074359,5.972422607,17.86226176,57.52818443,95.34535841,68.5,74,122.5,167.5,7
47.00021579,102.425,2015.037784,1503.635256,2.804674328,17.86226176,56.39891296,93.59293058,68.5,74,103.5,149.5,7
47.91575292,109.725,2105.467148,2082.819872,4.427873308,17.86226176,54.23818692,100.5020407,68.5,74,123,162,7
49.67192953,103.2,2199.957988,1445.292308,6.507329688,17.86226176,54.23818692,100.6659956,68.5,74,111,148.5,7
48.43515158,108.675,1923.978771,2000.225,7.022535744,18.52237277,56.75024465,94.95123972,68.5,74,123,152.5,7
49.39032279,102.9,2022.546653,1625.374359,5.010503391,18.52237277,54.23818692,100.6267855,68.5,74,103.5,147.5,7
51.85685985,105.75,2294.751072,1756.858974,6.620547265,18.40277994,56.39891296,104.9417427,68.5,74,106,157,7
57.47485887,86.525,1976.256217,525.2814103,7.104384854,47.41272303,78.04222276,100.8375898,68.5,73,86.5,106,7
50.87809456,86.525,1789.012418,610.3070513,7.104384854,39.99516168,52.52504743,95.72134923,68.5,73,84,103.5,7
68.15596389,75,2567.647994,386.7179487,7.113660576,51.81944191,98.74786191,118.0510749,61.5,69,73,91,7
72.08365092,77.025,3056.391097,233.4608974,7.113660576,51.81944191,94.96608926,129.901339,64.5,69,77.5,92,7
60.64955135,79.95,1942.495429,291.0230769,7.113660576,48.69663304,82.83730682,100.0599746,68,71.5,78.5,94,7
45.97040307,77.95,1577.333855,498.8179487,7.113660576,29.27453856,48.68267792,83.03397635,60,68,73,98,7
68.97597976,78.525,4240.919356,312.4096154,7.113660576,33.50220363,82.20708187,113.945524,66.5,69,75,93,7
97.23531025,69.8,12800.27004,210.7794872,7.113660576,30.65492084,79.57157402,171.5407901,59.5,66,69,78,7
57.63227746,80.45,2054.263409,421.4846154,7.113660576,31.42211566,78.1789015,100.6267855,66.5,69,74,98.5,7
63.27427666,75.175,2963.736376,173.9429487,7.113660576,34.24055457,84.41801039,100.6267855,63.5,69,74.5,85,7
101.8229416,120.825,3080.594045,2249.430128,52.74296998,96.64223336,112.5406544,158.9034378,68.5,94,143,171.5,7
75.39185444,115.575,1715.32896,1996.045513,28.39606633,75.6751832,93.76704465,109.4711331,70,86,126.5,169.5,7
106.2013706,116.7,3472.248851,2180.061538,32.08776148,116.0209972,132.8259476,146.2696056,71.5,84,134,174,7
52.96796082,127.675,1197.360788,2010.891667,9.563522176,48.57367817,68.74716993,81.90870936,77,115,151.5,174,7
96.77546178,113.85,3108.705469,2138.387179,20.38283355,122.5583964,132.6426855,137.1854627,65.5,86.5,144.5,164,7
79.63091343,112.95,2987.611045,1632.510256,10.83076129,76.13631828,104.5837019,116.8308246,69.5,91.5,123.5,161.5,7
96.66726218,115.075,3172.228907,1555.609615,22.09128492,98.46496622,117.9177533,148.0988611,74,95,127,157,7
87.27807227,107.925,3219.621581,1449.301923,9.045814098,94.58864032,103.4817919,136.9815939,69.5,96,111,145.5,7
75.12935719,103.2,1988.710625,1137.651282,22.45813406,68.28710887,82.0356499,125.8626598,68.5,94,104,133,7
106.1793589,122.825,3313.769748,1420.507051,42.43199902,108.677696,117.2616164,157.2273415,82.5,107,141,162,7
81.06270149,118,4505.461942,1428.666667,12.14565659,44.22749062,88.46870798,158.8762663,82.5,106,111.5,160.5,7
91.9756425,105.8,4336.108142,798.6769231,19.41709736,77.06216174,103.2703282,157.3950051,78,102,107.5,138.5,7
84.15803823,108.325,4075.360512,721.9173077,17.44800539,53.87521474,101.6007771,154.1388272,82.5,105,107.5,139.5,7
92.62227074,119.85,3903.478642,1459.053846,26.63622926,79.73367141,116.6359855,154.1388272,82.5,106,116,161,7
87.95707035,112.175,4210.215683,890.250641,16.30945588,59.06812987,112.744024,154.1388272,82.5,106,112.5,147.5,7
74.77379694,118.975,5261.463993,1288.332692,5.891881226,23.41170365,89.51685343,157.3950051,82.5,106,131.5,160.5,7
78.126703,116.75,4457.299575,1265.269231,10.32255958,38.14293009,93.55250002,152.7353297,82.5,106,111.5,161.5,7
87.66216884,117.6,4864.952983,1296.65641,6.899433381,46.53607178,122.6553337,161.3380848,82.5,106,115.5,161,7
83.64841304,118.75,3930.692721,1262.448718,12.11801389,62.65834101,96.76433432,152.5718944,82.5,106,129.5,158.5,7
85.874322,114.525,4537.772477,989.2301282,15.98203531,55.80884055,99.42199529,157.3950051,82.5,106,125.5,148,7
165.2470529,83.55,26618.30148,337.3307692,25.72999451,95.77287532,165.0134008,219.90462,67.5,76,81.5,106,8
126.2213302,87.425,15648.31641,415.1224359,11.39723357,59.30638491,136.7684677,185.512824,69,76.5,91.5,106,8
115.9488966,85.725,16034.1302,451.5378205,6.122862451,58.25330672,116.2691897,181.416499,67,74.5,87,106,8
111.8138206,90.25,13115.60243,803.7820513,6.122862451,45.7453359,121.6943972,184.7108901,66,73,93,107.5,8
116.8608006,83.875,14247.25985,431.8044872,6.27782111,69.71487369,114.3423064,185.512824,66.5,75,84.5,106,8
111.3511499,88.675,17403.86983,736.4814103,4.817605668,43.70113192,95.62394425,181.416499,66.5,74.5,88,106,8
89.20227453,93.775,8059.714338,1010.999359,4.439679466,46.59966849,77.93383026,175.3686306,68.5,80.5,95,106,8
96.9084317,91.225,7802.993162,693.3070513,4.775558858,54.15345776,102.1773539,178.8660417,68.5,77.5,98.5,107.5,8
120.3952934,88.25,15042.66508,568.9102564,13.17678082,55.29468411,119.3216806,185.512824,68.5,76,88,106,8
120.6200991,84.025,12316.3203,530.025,8.26280772,65.7345585,142.7689689,185.512824,66,70.5,83,106,8
119.6579205,92.7,12356.81608,879.4461538,12.31056148,64.35825947,142.7689689,182.4743722,67,76.5,102,108.5,8
114.350023,98.85,12286.04841,1517.617949,11.27162523,59.77120021,108.4842984,182.4743722,67,76.5,106,142,8
114.7143538,99.35,12421.12074,1587.566667,11.60607272,56.8615089,121.8573611,182.4743722,67,76.5,106,146,8
117.4999874,98.8,12242.25236,1496.984615,13.86383528,60.01324706,135.1168751,182.4743722,67,76.5,106,146,8
112.3716282,96.65,12611.48056,1265.464103,8.040268305,55.28826607,110.4347286,182.4743722,67,76.5,106,126.5,8
114.3127106,97.8,12590.68864,1418.676923,9.167308478,56.8615089,131.4517759,182.4743722,67,76.5,106,131,8
109.5838426,98.7,12911.95587,1468.215385,4.728851574,48.81252564,104.8188549,182.4743722,67,76.5,106,149,8
109.086155,97.25,13019.65696,1473.474359,5.616246608,52.07410674,103.6868743,182.4743722,67,76.5,100.5,124,8
111.9144729,97.025,12670.60747,1412.025,7.099914163,55.36715019,111.3388877,182.4743722,67,76.5,102,119.5,8
109.1959819,93.375,12844.7234,956.3942308,9.461167219,43.34758975,97.73014178,182.4743722,67,76.5,104,107.5,8
112.1936324,87.775,12751.46052,631.8198718,9.461167219,45.9069558,116.2691897,182.4743722,67,76.5,90.5,106,8
105.7143443,85.75,13368.10964,428.7564103,3.058533047,33.096329,95.16532232,182.4743722,67,74,90.5,106,8
108.0696398,84.7,13144.85765,367.0871795,3.058533047,43.1036536,99.50174584,182.4743722,67,74,89,106,8
109.2891457,86.375,13103.79767,418.4967949,5.321084132,47.14188667,116.2691897,182.4743722,67,76.5,95,106,8
112.5087752,85.1,12796.81011,380.0923077,5.787445491,55.36715019,122.2382671,182.4743722,67,76.5,88,106,8
109.2521937,86.175,12967.14636,413.3788462,5.787445491,48.39719551,107.4754864,182.4743722,67,76.5,92,106,8
109.2521937,86.175,12967.14636,413.3788462,5.787445491,48.39719551,107.4754864,182.4743722,67,76.5,92,106,8
111.8048594,83.15,13086.67462,317.5666667,3.568957214,50.49732143,133.7310833,182.4743722,66,73.5,86.5,106,8
109.8520675,85.625,13037.65117,385.5224359,3.568957214,48.82666721,116.2691897,182.4743722,67,76.5,92,106,8
109.2194856,86.6,13064.55532,423.6307692,3.869981769,48.02464114,111.3695042,182.4743722,67,76.5,96,106,8
74.91887942,100.125,3870.648173,706.0096154,9.960965948,42.35891242,89.22546742,130.1570466,73,87,106,123,8
77.66109567,96.625,4006.664105,1049.060897,10.31981792,38.33290478,95.44912551,138.3821605,69,76.5,106,135,8
69.20449473,96.825,3785.082989,726.4557692,9.335082319,33.49821413,75.26795223,127.5027173,70,84,106,121.5,8
70.48310484,94.525,3722.44987,789.6403846,6.946145097,42.46698077,81.18127711,116.2691897,70,79.5,95,107.5,8
71.27612365,95.725,3902.853758,946.2557692,7.183332845,39.52594576,83.5150005,124.5259321,69,78,106,127,8
73.30981306,99.8,3989.884755,851.8051282,5.997501565,41.16002843,85.13297656,128.0739683,71,88.5,106,120,8
66.95919735,93.85,4040.834778,836.9,5.997501565,25.17906959,78.02623456,123.0387783,69,81,103,116.5,8
71.45312383,92.45,3770.072431,685.9974359,9.913367632,39.30163061,82.65511088,120.817571,69,75,100.5,111,8
73.16056619,98.65,3790.775194,1037.412821,7.02404376,46.23420723,84.41383058,122.3807556,69,82,106,140.5,8
73.51935092,94,3851.990504,591.7948718,8.247840656,39.77471661,84.90355196,127.4048319,70,80.5,103,118,8
68.80899963,99.425,4364.853788,840.250641,4.091543524,24.14902052,67.42463433,150.4129501,70,84.5,106,117.5,8
69.05502146,99.175,4294.217481,912.4044872,4.091543524,24.18716222,79.69243338,138.7526943,70,86.5,103.5,115.5,8
64.02395213,97.675,4244.686988,694.9429487,3.097966618,17.29504484,66.8740627,133.304836,70,86.5,106,116,8
64.13530465,110.1,4375.742421,1573.733333,2.934663802,17.8524615,61.19613184,132.5293091,70,93.5,106.5,159.5,8
65.25115948,97.525,4087.47762,564.8198718,4.091543524,25.7539331,65.51402999,129.7758658,70,93,106,116.5,8
