MEAN OF STE,MEAN OF ZC,VARIANCE OF STE,VARIANCE OF ZC,Q(STE) AT 25%,Q(STE) AT 50%,Q(STE) AT 75%,Q(STE) AT 100%,Q(ZC) AT 25%,Q(ZC) AT 50%,Q(ZC) AT 75%,Q(ZC) AT 100%,LABEL
82.12135548,82.11538462,9535.924505,466.4261538,2.872738788,22.5807771,62.830537,194.3003038,57.8,79.9,87.1,101.6,3
70.68032257,83.11111111,5951.28897,424.5641026,3.524639174,30.89236594,48.55772017,162.0848329,57.5,82.3,94,103,3
53.60069928,86.07407407,3543.779873,598.5327635,2.26266462,23.91111929,46.98361102,93.44204054,61,77.4,89.8,112.2,3
51.67314869,89.81481481,3375.29906,576.6182336,3.276373325,17.45022651,41.08332336,109.2554916,65.4,85.6,104.4,112.1,3
66.95593049,82.85185185,5270.676177,620.2079772,1.952034093,28.97428461,58.28895443,153.3817489,53.8,78.6,91.7,104.1,3
54.90505547,82,3860.620641,466.6923077,5.542081334,22.95396914,46.94187317,79.49924531,61.2,77.9,87.7,100.2,3
45.05899967,119,4271.576108,1660.461538,3.184645814,15.13751697,21.27173399,79.67048543,83.9,101.6,118.1,159,3
42.6693054,117.0740741,2402.613508,2478.763533,3.783782297,14.92292577,30.78281101,100.4134246,67.9,88,129.4,161,3
47.89496498,120.5185185,4387.442561,2451.643875,3.454299156,14.17471022,28.43328341,91.60234383,87.9,97.6,110.4,146.8,3
40.99560951,154.9259259,2355.320472,4372.840456,4.482260485,16.83030715,34.24960594,69.79493977,87.9,127.7,164.5,224.6,3
40.99560951,154.9259259,2355.320472,4372.840456,4.482260485,16.83030715,34.24960594,69.79493977,87.9,127.7,164.5,224.6,3
43.32788517,131.6296296,2900.498396,2821.85755,5.838747396,15.61555434,33.48248446,67.55480754,87.9,104.3,128.6,163.4,3
81.15816167,103.962963,9761.704678,2438.190883,5.835735684,24.36578097,61.7046074,144.8771101,66.4,87.3,103.7,120.2,3
52.83383794,109.7777778,4139.113759,3180.102564,5.77105174,15.32343016,29.94702498,116.8654019,65.7,84.2,107.1,136.8,3
41.93616315,118.3703704,2383.707363,1928.549858,6.394506942,14.39332866,27.08616286,88.53704697,82.7,98.4,117.8,153.4,3
30.08919501,127.1111111,1280.417514,2429.25641,6.107270921,13.6363083,23.18776277,36.25922218,86.6,106.6,132.7,160.7,3
80.75075059,84.62962963,9533.506464,820.7806268,6.450027957,36.63805756,58.20611848,137.5949718,59.4,67.3,85.8,120.1,3
87.44111485,90.77777778,8048.329059,1061.102564,6.002902711,22.30683591,107.4512745,169.7765355,51.8,80.3,112.4,119.8,3
80.75075059,84.62962963,9533.506464,820.7806268,6.450027957,36.63805756,58.20611848,137.5949718,59.4,67.3,85.8,120.1,3
88.45459281,83.85185185,13633.70965,783.3618234,5.974503517,18.1487024,54.54895485,175.2220074,57.8,69.5,83.7,110.9,3
92.95396629,84.14814815,16187.10096,556.5925926,2.272100647,27.62838278,59.57250546,171.7008158,59.7,72.5,94.4,102.1,3
73.43254932,99.51851852,13276.62178,3895.720798,1.645673768,16.3091767,32.37832454,144.4337375,56.8,73.7,91.2,127.1,3
75.14822802,82.2962963,9268.860866,875.4472934,1.951441103,14.30239228,38.02220063,149.7041095,51.8,67,89.8,113.8,3
56.61068638,96.85185185,6064.243628,1521.131054,2.175401198,11.79812114,20.54637327,126.4403936,59.3,77.9,109.7,131.1,3
89.63755737,85.77777778,18115.61578,756.3333333,2.248220613,12.41828611,39.10628394,177.2680157,53.9,75.2,92.7,118.2,3
66.59976567,88.25925926,11704.90842,744.5840456,1.924607388,11.49962955,20.69666719,105.6921478,56.7,81.5,97.6,121,3
32.57754674,114.40625,1372.698462,1682.958669,2.716779353,10.78715788,20.44051529,61.24148611,71.9,94.5,135.4,157.3,3
64.26526246,88.79487179,3364.149539,1100.009447,4.108021328,35.93952949,79.1280536,122.5882322,53.4,72,88.8,128.8,3
65.53308824,85.94871795,3803.740884,789.5236167,2.222264633,18.89533403,84.546374,128.5338379,64.3,76,87.9,102.2,3
63.31859868,84.65,3298.825591,595.925641,4.828794182,28.8671801,81.38720806,113.088865,66.5,79.5,86.5,95.5,3
89.83139077,77.675,6215.660316,505.4044872,5.509926509,44.78368298,120.7863212,172.5249164,51,71.5,81.5,93.5,3
85.7997766,87.6,6070.331494,945.9384615,7.164165468,30.66981943,115.2223016,151.1741632,64,74,85,112.5,3
72.17181772,88.1,3327.510931,845.7846154,7.714162757,41.77237692,100.1924184,120.9025099,62,75,92,121,3
80.17708101,90.25,4731.513165,1074.038462,5.073910011,36.94686681,105.5806236,156.117625,61.5,71.5,95.5,129.5,3
59.14980012,89.65,3803.326878,927.0025641,2.203273108,19.76716742,64.35641512,111.6513849,58.5,72.5,96,119,3
70.28434163,82.775,3788.227324,682.7942308,4.050223944,36.5816,96.02436389,129.5813503,59.5,70,87,101.5,3
53.12025492,90.7,3320.952331,617.4461538,4.746037204,14.51402951,37.59251998,119.756321,65.5,82.5,93,115.5,3
57.12051036,89.175,3593.679577,632.0967949,3.808874206,19.80008879,45.54293716,124.2081738,65.5,80.5,93,111.5,3
58.40672232,89.1,4366.420218,782.8615385,3.310081212,8.221127215,58.29472481,124.2081738,67,76.5,91,101.5,3
57.22019901,89.425,3614.267299,632.3019231,2.90988747,20.17719457,47.18738188,124.2081738,65,80.5,94,111.5,3
71.58729686,82,5071.758925,531.8461538,5.861264638,25.84127277,83.51078408,134.3006071,64,67.5,83,100.5,3
60.09800967,83.625,3727.146425,558.4967949,5.263168522,19.60476878,61.3229779,119.756321,65,68.5,82.5,102,3
59.73866181,84.125,4349.042415,473.0865385,4.876731563,14.10657072,58.85336178,124.2081738,67,74.5,85,97,3
58.74312757,84.425,3978.697767,650.6608974,3.507323033,14.60627819,58.85336178,124.2081738,63,68,84,105.5,3
58.88426401,83.825,3997.784494,628.7121795,3.891801853,13.26525092,58.15538676,122.6446018,64,67.5,85,106,3
66.16433312,81.15,4582.962775,470.1820513,4.99123471,15.41778832,74.76055852,135.5435726,65,69,81.5,92,3
90.13543401,90.61904762,9792.651597,236.947619,6.86931304,14.72163154,91.78555073,221.0398903,73.2,90.9,95.1,99.9,4
70.07472593,84.52380952,8599.669429,266.2619048,2.731322324,4.832940859,43.78754219,177.8448232,69,73,90.1,98.7,4
78.06442365,85.47619048,8473.463717,402.0619048,5.102418543,12.93689339,43.68653984,201.4791871,66.7,74,88.2,99.6,4
61.45812162,83.68181818,6548.452332,263.6558442,2.751776696,10.30453058,37.89159932,137.1417386,73.5,78,82.7,94.5,4
65.06713823,81.68181818,6461.080421,306.6082251,2.755565423,7.247952848,39.71030871,171.3415653,64.9,74.9,81.7,95,4
77.49221058,85.09090909,10238.32132,423.3246753,4.369228611,10.78161164,40.91754571,194.7902912,69.6,75.3,88.7,109.2,4
66.12809087,87.95454545,7468.739918,351.2835498,1.988294833,7.016636904,31.87927544,178.5464445,72.6,80.2,92.7,105.3,4
58.71059071,84.45454545,5930.414707,410.2597403,3.210221185,10.15515986,20.60518744,138.5162808,66.9,76,85.1,105.6,4
74.71904693,83.45454545,9498.774073,322.9264069,4.148354197,7.271549164,38.16691254,191.3728795,68.8,75.3,84.7,104.2,4
75.87631905,82,9698.129335,326.2857143,2.569124322,8.307439275,41.89393394,189.9037279,67.8,69.3,86.4,96,4
89.46109064,108.0416667,11168.49116,660.9112319,1.786648949,6.964446305,83.81010573,225.6795967,87.3,98.1,107.6,126.8,4
92.61441217,93.39285714,9833.514179,456.9880952,4.869142786,11.79645484,120.428793,216.6027171,72.6,90.1,99,110.9,4
79.90390132,94.10714286,9379.058123,368.9140212,2.354156932,6.772896439,51.27914497,201.5596683,73.3,91.1,99.3,104.9,4
77.0140871,92.25,9374.05895,396.1944444,2.431832627,6.315781467,42.01911638,186.4650442,72.8,85.7,91.3,108.9,4
